OrderID,CustomerID_x,Status,FullName,Phone,Address,OrderDetailID,MenuItemID,Quantity,Price_x,Driver_name,Amount,PaymentMethod,Name,Description,Price_y,CuisineType,Revenue,OrderIDNew
2533,533,Cancelled,Omar Fathy,1531656758,"Maadi, Cairo",2533,56,4,95.44,Gihan Said,102.56,Fawry,Moussaka,Delicious Moussaka - classic Mediterranean taste.,25.64,Mediterranean,381.76,2591
2534,534,Shipped,Mostafa Farouk,1528997341,"Nasr City, Cairo",2534,2,1,81.7,Youssef Younes,0,Not Paid,Molokhia,Delicious Molokhia - classic Egyptian taste.,78.47,Egyptian,81.7,2592
2535,535,Delivered,Aya Ali,1083888199,"Maadi, Cairo",2535,25,3,191.06,Dalia Mahrous,0,Not Paid,Chow Mein,Delicious Chow Mein - classic Chinese taste.,86.93,Chinese,573.18,2593
2536,536,Delivered,Mohamed Ibrahim,1513269287,"Smouha, Alexandria",2536,87,1,139.72,Huda Salem,109.82,Credit Card,Greek Moussaka,Delicious Greek Moussaka - classic Greek taste.,109.82,Greek,139.72,2594
2537,537,Shipped,Yasmin Ali,1239665105,"Maadi, Cairo",2537,11,4,124.41,Ibrahim Zaki,0,Not Paid,Margherita Pizza,Delicious Margherita Pizza - classic Italian taste.,225,Italian,497.64,2595
2538,538,Delivered,Yasmin Fathy,1584195004,"Stanley, Alexandria",2538,68,3,81.42,Farida Soliman,363.99,Cash,Pulled Pork Sandwich,Delicious Pulled Pork Sandwich - classic American taste.,121.33,American,244.26,2596
2539,539,Cancelled,Yasmin Farouk,1138700396,"Nasr City, Cairo",2539,31,4,50.19,Tarek Ragab,0,Not Paid,Butter Chicken,Delicious Butter Chicken - classic Indian taste.,158.8,Indian,200.76,2597
2540,540,Delivered,Khaled Fathy,1569574009,"Nasr City, Cairo",2540,59,1,94.88,Ghada Salem,0,Not Paid,Chicken Souvlaki,Delicious Chicken Souvlaki - classic Mediterranean taste.,111.29,Mediterranean,94.88,2598
2541,541,Cancelled,Omar Mahrous,1034650875,"Imbaba, Giza",2541,13,4,68.95,Dalia Said,257.12,Fawry,Lasagna,Delicious Lasagna - classic Italian taste.,64.28,Italian,275.8,2599
2542,542,Cancelled,Mona Ibrahim,1179624722,"Dokki, Giza",2542,39,2,231.93,Mariam Ibrahim,0,Not Paid,Chole Bhature,Delicious Chole Bhature - classic Indian taste.,108.91,Indian,463.86,2600
2543,543,Cancelled,Mostafa Fathy,1582191211,"Maadi, Cairo",2543,94,2,176.72,Amr Farouk,0,Not Paid,Massaman Curry,Delicious Massaman Curry - classic Thai taste.,163.38,Thai,353.44,2601
2544,544,Shipped,Mohamed Ibrahim,1243312114,"Nasr City, Cairo",2544,48,4,223.9,Nour Sabry,0,Not Paid,Manakish,Delicious Manakish - classic Lebanese taste.,40.28,Lebanese,895.6,2602
2545,545,Shipped,Omar Tawfik,1511170144,"Stanley, Alexandria",2545,4,3,24.62,Mohamed Mostafa,399.15,Fawry,Ful Medames,Delicious Ful Medames - classic Egyptian taste.,133.05,Egyptian,73.86,2603
2546,546,Delivered,Mostafa Kamal,1199234965,"Mohandessin, Giza",2546,37,1,212.05,Fatma Ragab,196.12,Cash,Rogan Josh,Delicious Rogan Josh - classic Indian taste.,196.12,Indian,212.05,2604
2547,547,Pending,Mohamed Kamal,1058960296,"Dokki, Giza",2547,46,2,169.51,Aya Fahmy,87.38,Fawry,Mujadara,Delicious Mujadara - classic Lebanese taste.,43.69,Lebanese,339.02,2605
2548,548,Cancelled,Mostafa Kamal,1095861941,"Heliopolis, Cairo",2548,86,3,41.1,Ayman Said,578.1,Fawry,Baklava,Delicious Baklava - classic Greek taste.,192.7,Greek,123.3,2606
2549,549,Delivered,Heba Ali,1545940986,"Mohandessin, Giza",2549,46,5,21.82,Mahmoud Tawfik,0,Not Paid,Mujadara,Delicious Mujadara - classic Lebanese taste.,43.69,Lebanese,109.1,2607
2550,550,Delivered,Heba Mahrous,1530077607,"Imbaba, Giza",2550,97,1,224.77,Mona Abdelrahman,246.61,Cash,Panang Curry,Delicious Panang Curry - classic Thai taste.,246.61,Thai,224.77,2608
2551,551,Pending,Yasmin Mahrous,1014427843,"Smouha, Alexandria",2551,89,1,75.57,Ahmed Mansour,0,Not Paid,Tzatziki,Delicious Tzatziki - classic Greek taste.,116.07,Greek,75.57,2609
2552,552,Cancelled,Omar Tawfik,1049307380,"Smouha, Alexandria",2552,38,4,128.52,Aya Abdelrahman,298.36,Fawry,Naan Bread,Delicious Naan Bread - classic Indian taste.,74.59,Indian,514.08,2610
2553,553,Shipped,Mona Gamal,1515578270,"Heliopolis, Cairo",2553,88,4,249.41,Sherif Mansour,0,Not Paid,Keftedes,Delicious Keftedes - classic Greek taste.,77.15,Greek,997.64,2611
2554,554,Pending,Khaled Kamal,1517432965,"Mohandessin, Giza",2554,9,4,106,Laila Gamal,579,Credit Card,Mahshi,Delicious Mahshi - classic Egyptian taste.,144.75,Egyptian,424,2612
2555,555,Pending,Mostafa Kamal,1578302938,"Sidi Gaber, Alexandria",2555,22,3,165.04,Fatma Saleh,355.44,Fawry,Sweet and Sour Pork,Delicious Sweet and Sour Pork - classic Chinese taste.,118.48,Chinese,495.12,2613
2556,556,Shipped,Khaled Kamal,1078279468,"Dokki, Giza",2556,23,1,90.63,Mahmoud Ali,140.87,Vodafone Cash,Fried Rice,Delicious Fried Rice - classic Chinese taste.,140.87,Chinese,90.63,2614
2557,557,Cancelled,Sara Gamal,1072053737,"Dokki, Giza",2557,49,3,207.99,Ayman Saleh,0,Not Paid,Batata Harra,Delicious Batata Harra - classic Lebanese taste.,141.91,Lebanese,623.97,2615
2558,558,Cancelled,Aya Mostafa,1047719985,"Faisal, Giza",2558,6,2,54.92,Nadia Hamed,91.16,Cash,Kofta,Delicious Kofta - classic Egyptian taste.,45.58,Egyptian,109.84,2616
2559,559,Cancelled,Yasmin Tawfik,1117288016,"Dokki, Giza",2559,17,2,151.23,Rowan Fahmy,0,Not Paid,Bruschetta,Delicious Bruschetta - classic Italian taste.,157.53,Italian,302.46,2617
2560,560,Pending,Ahmed Tawfik,1525326576,"Imbaba, Giza",2560,42,1,137.36,Magdy Yassin,0,Not Paid,Hummus,Delicious Hummus - classic Lebanese taste.,104.26,Lebanese,137.36,2618
2561,561,Shipped,Ahmed Ali,1194990048,"Heliopolis, Cairo",2561,93,4,68.69,Yousra Ali,0,Not Paid,Tom Yum Soup,Delicious Tom Yum Soup - classic Thai taste.,88.87,Thai,274.76,2619
2562,562,Delivered,Yasmin Farouk,1550851479,"Nasr City, Cairo",2562,27,4,248.95,Mostafa Hassan,214.68,Fawry,Mapo Tofu,Delicious Mapo Tofu - classic Chinese taste.,53.67,Chinese,995.8,2620
2563,563,Cancelled,Khaled Ali,1233303373,"Maadi, Cairo",2563,23,1,95.44,Dina Ali,140.87,Cash,Fried Rice,Delicious Fried Rice - classic Chinese taste.,140.87,Chinese,95.44,2621
2564,564,Delivered,Mostafa Mostafa,1530060896,"Faisal, Giza",2564,7,1,90.61,Ibrahim Fahmy,107.6,Cash,Grilled Kebda,Delicious Grilled Kebda - classic Egyptian taste.,107.6,Egyptian,90.61,2622
2565,565,Shipped,Mona Ibrahim,1213018294,"Mohandessin, Giza",2565,32,3,159.86,Ali Kamel,0,Not Paid,Chicken Tikka Masala,Delicious Chicken Tikka Masala - classic Indian taste.,146.13,Indian,479.58,2623
2566,566,Delivered,Ahmed Hassan,1088558431,"Stanley, Alexandria",2566,100,1,56.16,Ayman Shalaby,0,Not Paid,Mango Sticky Rice,Delicious Mango Sticky Rice - classic Thai taste.,113.19,Thai,56.16,2624
2567,567,Pending,Sara Fathy,1046357904,"Smouha, Alexandria",2567,8,4,122.1,Maha Saleh,0,Not Paid,Sayadiya,Delicious Sayadiya - classic Egyptian taste.,142.93,Egyptian,488.4,2625
2568,568,Delivered,Mostafa Ali,1040017922,"Stanley, Alexandria",2568,9,2,194.68,Dalia Shahin,0,Not Paid,Mahshi,Delicious Mahshi - classic Egyptian taste.,144.75,Egyptian,389.36,2626
2569,569,Delivered,Mostafa Hassan,1260692086,"Heliopolis, Cairo",2569,76,1,213.51,Mona Shalaby,0,Not Paid,Chili Con Carne,Delicious Chili Con Carne - classic Mexican taste.,51.72,Mexican,213.51,2627
2570,570,Delivered,Mohamed Mostafa,1018900080,"Stanley, Alexandria",2570,86,5,37.14,Salma Said,0,Not Paid,Baklava,Delicious Baklava - classic Greek taste.,192.7,Greek,185.7,2628
2571,571,Shipped,Omar Hassan,1532871321,"Dokki, Giza",2571,64,3,172.66,Amr Fahmy,0,Not Paid,Caesar Salad,Delicious Caesar Salad - classic American taste.,110.22,American,517.98,2629
2572,572,Pending,Mohamed Kamal,1280930553,"Imbaba, Giza",2572,93,4,127.29,Walid Kamel,355.48,Fawry,Tom Yum Soup,Delicious Tom Yum Soup - classic Thai taste.,88.87,Thai,509.16,2630
2573,573,Pending,Heba Tawfik,1075930524,"Mohandessin, Giza",2573,86,5,42.58,Ruba Ibrahim,963.5,Fawry,Baklava,Delicious Baklava - classic Greek taste.,192.7,Greek,212.9,2631
2574,574,Delivered,Mohamed Gamal,1155795255,"Dokki, Giza",2574,100,5,97.62,Hassan Shalaby,0,Not Paid,Mango Sticky Rice,Delicious Mango Sticky Rice - classic Thai taste.,113.19,Thai,488.1,2632
2575,575,Shipped,Sara Mahrous,1163216014,"Imbaba, Giza",2575,81,1,133.14,Walid Fahmy,0,Not Paid,Gyro,Delicious Gyro - classic Greek taste.,183.23,Greek,133.14,2633
2576,576,Cancelled,Omar Mostafa,1085181486,"Stanley, Alexandria",2576,72,2,42.39,Maha Younes,95.1,Fawry,Burrito,Delicious Burrito - classic Mexican taste.,47.55,Mexican,84.78,2634
2577,577,Shipped,Omar Mahrous,1092188689,"Sidi Gaber, Alexandria",2577,67,1,193.92,Youssef Zaki,0,Not Paid,Philly Cheesesteak,Delicious Philly Cheesesteak - classic American taste.,165.33,American,193.92,2635
2578,578,Cancelled,Sara Fathy,1210491819,"Stanley, Alexandria",2578,47,4,130.67,Rita Hassan,0,Not Paid,Grilled Halloumi,Delicious Grilled Halloumi - classic Lebanese taste.,48.18,Lebanese,522.68,2636
2579,579,Cancelled,Mostafa Ali,1128943074,"Stanley, Alexandria",2579,40,2,179.94,Walid Sabry,155.6,Fawry,Masala Dosa,Delicious Masala Dosa - classic Indian taste.,77.8,Indian,359.88,2637
2580,580,Delivered,Aya Kamal,1563130744,"Stanley, Alexandria",2580,88,4,207.88,Amr Younes,308.6,Cash,Keftedes,Delicious Keftedes - classic Greek taste.,77.15,Greek,831.52,2638
2581,581,Delivered,Sara Mostafa,1215973236,"Nasr City, Cairo",2581,65,3,23.21,Khaled Yassin,400.02,Cash,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,69.63,2639
2582,582,Cancelled,Sara Mahrous,1246965102,"Maadi, Cairo",2582,84,5,48.45,Salma Zaki,419.85,Fawry,Dolmades,Delicious Dolmades - classic Greek taste.,83.97,Greek,242.25,2640
2582,582,Cancelled,Sara Mahrous,1246965102,"Maadi, Cairo",2582,84,5,48.45,Salma Zaki,419.85,Fawry,Dolmades,Delicious Dolmades - classic Greek taste.,83.97,Greek,242.25,2641
2583,583,Pending,Heba Ibrahim,1279501895,"Smouha, Alexandria",2583,27,2,188.04,Sherif Soliman,0,Not Paid,Mapo Tofu,Delicious Mapo Tofu - classic Chinese taste.,53.67,Chinese,376.08,2642
2584,584,Pending,Yasmin Ali,1193401531,"Mohandessin, Giza",2584,26,5,112.78,Zeinab Tawfik,770.6,Vodafone Cash,Dumplings,Delicious Dumplings - classic Chinese taste.,154.12,Chinese,563.9,2643
2585,585,Pending,Ahmed Fathy,1254647054,"Maadi, Cairo",2585,68,3,140.1,Ayman Salem,363.99,Cash,Pulled Pork Sandwich,Delicious Pulled Pork Sandwich - classic American taste.,121.33,American,420.3,2644
2586,586,Delivered,Ahmed Tawfik,1549617744,"Smouha, Alexandria",2586,100,5,204.38,Nadine Mostafa,565.95,Cash,Mango Sticky Rice,Delicious Mango Sticky Rice - classic Thai taste.,113.19,Thai,1021.9,2645
2587,587,Delivered,Yasmin Hassan,1290116091,"Imbaba, Giza",2587,73,5,98.76,Rana Saleh,584.2,Credit Card,Enchiladas,Delicious Enchiladas - classic Mexican taste.,116.84,Mexican,493.8,2646
2588,588,Shipped,Heba Tawfik,1588968865,"Smouha, Alexandria",2588,74,2,46.27,Mariam Mansour,0,Not Paid,Quesadilla,Delicious Quesadilla - classic Mexican taste.,102.67,Mexican,92.54,2647
2589,589,Shipped,Mona Gamal,1236290201,"Nasr City, Cairo",2589,15,4,177.45,Rana Fahmy,0,Not Paid,Penne Arrabbiata,Delicious Penne Arrabbiata - classic Italian taste.,52.05,Italian,709.8,2648
2590,590,Shipped,Aya Kamal,1590054691,"Stanley, Alexandria",2590,13,5,127.57,Noha Ibrahim,0,Not Paid,Lasagna,Delicious Lasagna - classic Italian taste.,64.28,Italian,637.85,2649
2591,591,Cancelled,Mona Kamal,1059014533,"Maadi, Cairo",2591,39,3,49.81,Ruba Tawfik,326.73,Vodafone Cash,Chole Bhature,Delicious Chole Bhature - classic Indian taste.,108.91,Indian,149.43,2650
2592,592,Delivered,Mohamed Mostafa,1043224509,"Imbaba, Giza",2592,54,5,124.97,Nour Ragab,0,Not Paid,Seafood Platter,Delicious Seafood Platter - classic Mediterranean taste.,30.78,Mediterranean,624.85,2651
2593,593,Delivered,Heba Ali,1029591344,"Smouha, Alexandria",2593,71,2,205.69,Nadine Younes,238.08,Cash,Tacos,Delicious Tacos - classic Mexican taste.,119.04,Mexican,411.38,2652
2594,594,Pending,Aya Tawfik,1596041102,"Heliopolis, Cairo",2594,91,2,82.98,Omar Gamal,180.3,Fawry,Pad Thai,Delicious Pad Thai - classic Thai taste.,90.15,Thai,165.96,2653
2595,595,Delivered,Mona Ali,1179434760,"Faisal, Giza",2595,90,1,203.47,Ali Kamel,0,Not Paid,Greek Lemon Potatoes,Delicious Greek Lemon Potatoes - classic Greek taste.,51.29,Greek,203.47,2654
2596,596,Cancelled,Mostafa Mahrous,1580234422,"Maadi, Cairo",2596,96,5,100.68,Ali Younes,0,Not Paid,Thai Fried Rice,Delicious Thai Fried Rice - classic Thai taste.,113.15,Thai,503.4,2655
2597,597,Delivered,Yasmin Hassan,1198341679,"Mohandessin, Giza",2597,66,2,194.1,Noha Shahin,0,Not Paid,Mac and Cheese,Delicious Mac and Cheese - classic American taste.,162.42,American,388.2,2656
2598,598,Cancelled,Aya Gamal,1530479385,"Dokki, Giza",2598,41,5,162.04,Yasmin Ibrahim,704.35,Credit Card,Tabbouleh,Delicious Tabbouleh - classic Lebanese taste.,140.87,Lebanese,810.2,2657
2599,599,Cancelled,Omar Tawfik,1034963458,"Maadi, Cairo",2599,61,2,50.72,Nasser Said,387.82,Cash,Cheeseburger,Delicious Cheeseburger - classic American taste.,193.91,American,101.44,2658
2600,600,Delivered,Sara Fathy,1580388459,"Heliopolis, Cairo",2600,99,3,233.22,Mohamed Said,405.84,Fawry,Coconut Soup,Delicious Coconut Soup - classic Thai taste.,135.28,Thai,699.66,2659
2601,601,Pending,Mona Gamal,1182241086,"Maadi, Cairo",2601,70,1,38.34,Amr Sultan,85.19,Vodafone Cash,Cobb Salad,Delicious Cobb Salad - classic American taste.,85.19,American,38.34,2660
2602,602,Shipped,Omar Ibrahim,1018033062,"Sidi Gaber, Alexandria",2602,97,3,108.68,Nermine Mostafa,0,Not Paid,Panang Curry,Delicious Panang Curry - classic Thai taste.,246.61,Thai,326.04,2661
2603,603,Pending,Mona Fathy,1158042494,"Dokki, Giza",2603,94,2,95.78,Salma Younes,0,Not Paid,Massaman Curry,Delicious Massaman Curry - classic Thai taste.,163.38,Thai,191.56,2662
2604,604,Cancelled,Mostafa Ibrahim,1155083931,"Smouha, Alexandria",2604,40,4,114.71,Walid Kamel,0,Not Paid,Masala Dosa,Delicious Masala Dosa - classic Indian taste.,77.8,Indian,458.84,2663
2605,605,Delivered,Omar Kamal,1143621547,"Imbaba, Giza",2605,61,4,222.71,Omar Gaber,0,Not Paid,Cheeseburger,Delicious Cheeseburger - classic American taste.,193.91,American,890.84,2664
2606,606,Delivered,Khaled Fathy,1039617074,"Imbaba, Giza",2606,49,1,202.01,Sherif Shahin,0,Not Paid,Batata Harra,Delicious Batata Harra - classic Lebanese taste.,141.91,Lebanese,202.01,2665
2607,607,Shipped,Mohamed Kamal,1128147630,"Dokki, Giza",2607,61,5,102.08,Dalia Yassin,969.55,Vodafone Cash,Cheeseburger,Delicious Cheeseburger - classic American taste.,193.91,American,510.4,2666
2608,608,Shipped,Mostafa Ibrahim,1279597365,"Smouha, Alexandria",2608,12,5,165.71,Ruba Shalaby,589.9,Fawry,Spaghetti Bolognese,Delicious Spaghetti Bolognese - classic Italian taste.,117.98,Italian,828.55,2667
2609,609,Cancelled,Yasmin Farouk,1015464775,"Imbaba, Giza",2609,60,2,239.92,Laila Kamel,0,Not Paid,Spanakopita,Delicious Spanakopita - classic Mediterranean taste.,38.32,Mediterranean,479.84,2668
2610,610,Cancelled,Yasmin Tawfik,1093148646,"Smouha, Alexandria",2610,63,5,223.91,Hany Gaber,0,Not Paid,BBQ Ribs,Delicious BBQ Ribs - classic American taste.,62.45,American,1119.55,2669
2611,611,Cancelled,Yasmin Hassan,1513290666,"Mohandessin, Giza",2611,40,4,37.14,Laila Gamal,311.2,Fawry,Masala Dosa,Delicious Masala Dosa - classic Indian taste.,77.8,Indian,148.56,2670
2612,612,Delivered,Ahmed Ali,1141996351,"Stanley, Alexandria",2612,80,3,163.05,Samir Taha,261.03,Fawry,Churros,Delicious Churros - classic Mexican taste.,87.01,Mexican,489.15,2671
2613,613,Shipped,Mohamed Farouk,1189924060,"Faisal, Giza",2613,53,4,190.34,Farida Salem,0,Not Paid,Falafel Plate,Delicious Falafel Plate - classic Mediterranean taste.,121.35,Mediterranean,761.36,2672
2614,614,Pending,Omar Fathy,1136791036,"Imbaba, Giza",2614,76,2,227.36,Yousra Zaki,0,Not Paid,Chili Con Carne,Delicious Chili Con Carne - classic Mexican taste.,51.72,Mexican,454.72,2673
2615,615,Delivered,Sara Ali,1238227103,"Imbaba, Giza",2615,40,5,43.33,Kareem Abdelrahman,0,Not Paid,Masala Dosa,Delicious Masala Dosa - classic Indian taste.,77.8,Indian,216.65,2674
2616,616,Delivered,Heba Farouk,1290596917,"Sidi Gaber, Alexandria",2616,14,3,127.68,Huda Taha,0,Not Paid,Fettuccine Alfredo,Delicious Fettuccine Alfredo - classic Italian taste.,204.12,Italian,383.04,2675
2617,617,Delivered,Ahmed Farouk,1540953755,"Mohandessin, Giza",2617,96,3,196.63,Tarek Gaber,0,Not Paid,Thai Fried Rice,Delicious Thai Fried Rice - classic Thai taste.,113.15,Thai,589.89,2676
2618,618,Cancelled,Mohamed Ali,1266844776,"Faisal, Giza",2618,47,3,77,Kareem Kamel,0,Not Paid,Grilled Halloumi,Delicious Grilled Halloumi - classic Lebanese taste.,48.18,Lebanese,231,2677
2619,619,Delivered,Omar Ali,1598590983,"Smouha, Alexandria",2619,40,2,108.91,Nermine Kamel,0,Not Paid,Masala Dosa,Delicious Masala Dosa - classic Indian taste.,77.8,Indian,217.82,2678
2620,620,Pending,Aya Fathy,1281910941,"Nasr City, Cairo",2620,47,1,209.15,Omar Sultan,0,Not Paid,Grilled Halloumi,Delicious Grilled Halloumi - classic Lebanese taste.,48.18,Lebanese,209.15,2679
2621,621,Pending,Sara Farouk,1171198060,"Smouha, Alexandria",2621,26,2,74.78,Heba Fahmy,0,Not Paid,Dumplings,Delicious Dumplings - classic Chinese taste.,154.12,Chinese,149.56,2680
2622,622,Cancelled,Sara Mahrous,1253007624,"Faisal, Giza",2622,79,5,150.6,Gihan Shalaby,0,Not Paid,Tamales,Delicious Tamales - classic Mexican taste.,68.72,Mexican,753,2681
2623,623,Delivered,Mona Tawfik,1288683580,"Sidi Gaber, Alexandria",2623,86,5,39.96,Hassan Saleh,0,Not Paid,Baklava,Delicious Baklava - classic Greek taste.,192.7,Greek,199.8,2682
2624,624,Shipped,Omar Farouk,1085265482,"Smouha, Alexandria",2624,89,4,85.71,Fatma Taha,0,Not Paid,Tzatziki,Delicious Tzatziki - classic Greek taste.,116.07,Greek,342.84,2683
2624,624,Shipped,Omar Farouk,1085265482,"Smouha, Alexandria",2624,89,4,85.71,Fatma Taha,0,Not Paid,Tzatziki,Delicious Tzatziki - classic Greek taste.,116.07,Greek,342.84,2684
2625,625,Shipped,Yasmin Mahrous,1293075217,"Maadi, Cairo",2625,51,4,28.57,Ali Mansour,0,Not Paid,Greek Salad,Delicious Greek Salad - classic Mediterranean taste.,62.7,Mediterranean,114.28,2685
2626,626,Delivered,Mohamed Gamal,1037547234,"Imbaba, Giza",2626,75,4,101.8,Ruba Hamed,0,Not Paid,Guacamole,Delicious Guacamole - classic Mexican taste.,202.84,Mexican,407.2,2686
2627,627,Cancelled,Mohamed Hassan,1281174624,"Nasr City, Cairo",2627,79,3,124.49,Ghada Yassin,206.16,Fawry,Tamales,Delicious Tamales - classic Mexican taste.,68.72,Mexican,373.47,2687
2628,628,Pending,Ahmed Farouk,1297972898,"Nasr City, Cairo",2628,6,3,235.44,Farida Ali,0,Not Paid,Kofta,Delicious Kofta - classic Egyptian taste.,45.58,Egyptian,706.32,2688
2629,629,Cancelled,Ahmed Ibrahim,1269238800,"Sidi Gaber, Alexandria",2629,31,2,203.51,Heba Nasr,0,Not Paid,Butter Chicken,Delicious Butter Chicken - classic Indian taste.,158.8,Indian,407.02,2689
2630,630,Pending,Mona Farouk,1511464990,"Maadi, Cairo",2630,9,5,35.29,Rowan Gamal,0,Not Paid,Mahshi,Delicious Mahshi - classic Egyptian taste.,144.75,Egyptian,176.45,2690
2631,631,Pending,Mohamed Kamal,1151854328,"Dokki, Giza",2631,10,5,219.92,Gihan Soliman,0,Not Paid,Hamam Mahshi,Delicious Hamam Mahshi - classic Egyptian taste.,119.67,Egyptian,1099.6,2691
2632,632,Pending,Mostafa Kamal,1093458533,"Imbaba, Giza",2632,25,1,118.96,Ghada Taha,0,Not Paid,Chow Mein,Delicious Chow Mein - classic Chinese taste.,86.93,Chinese,118.96,2692
2633,633,Pending,Mostafa Tawfik,1522637833,"Dokki, Giza",2633,4,5,83.96,Lobna Said,665.25,Cash,Ful Medames,Delicious Ful Medames - classic Egyptian taste.,133.05,Egyptian,419.8,2693
2634,634,Pending,Khaled Ibrahim,1153303351,"Dokki, Giza",2634,60,4,226.44,Ali Younes,0,Not Paid,Spanakopita,Delicious Spanakopita - classic Mediterranean taste.,38.32,Mediterranean,905.76,2694
2635,635,Cancelled,Mostafa Tawfik,1038980042,"Mohandessin, Giza",2635,79,2,66.73,Fatma Said,0,Not Paid,Tamales,Delicious Tamales - classic Mexican taste.,68.72,Mexican,133.46,2695
2636,636,Pending,Khaled Ibrahim,1219709774,"Stanley, Alexandria",2636,96,4,171.21,Youssef Mostafa,0,Not Paid,Thai Fried Rice,Delicious Thai Fried Rice - classic Thai taste.,113.15,Thai,684.84,2696
2637,637,Shipped,Yasmin Hassan,1566884659,"Faisal, Giza",2637,77,2,136.79,Huda Said,0,Not Paid,Fajitas,Delicious Fajitas - classic Mexican taste.,64.64,Mexican,273.58,2697
2638,638,Shipped,Omar Fathy,1117518934,"Nasr City, Cairo",2638,9,2,233.28,Fatma Hamed,289.5,Fawry,Mahshi,Delicious Mahshi - classic Egyptian taste.,144.75,Egyptian,466.56,2698
2639,639,Cancelled,Omar Ali,1252093160,"Maadi, Cairo",2639,29,5,134.42,Aya Saleh,0,Not Paid,Hot and Sour Soup,Delicious Hot and Sour Soup - classic Chinese taste.,90.78,Chinese,672.1,2699
2640,640,Cancelled,Mohamed Kamal,1054522399,"Maadi, Cairo",2640,27,4,124.61,Nadine Tawfik,214.68,Vodafone Cash,Mapo Tofu,Delicious Mapo Tofu - classic Chinese taste.,53.67,Chinese,498.44,2700
2641,641,Pending,Ahmed Mahrous,1026378297,"Maadi, Cairo",2641,60,5,51.1,Farida Farouk,0,Not Paid,Spanakopita,Delicious Spanakopita - classic Mediterranean taste.,38.32,Mediterranean,255.5,2701
2642,642,Shipped,Yasmin Tawfik,1141586558,"Smouha, Alexandria",2642,64,2,223.75,Maha Yassin,0,Not Paid,Caesar Salad,Delicious Caesar Salad - classic American taste.,110.22,American,447.5,2702
2643,643,Cancelled,Mohamed Hassan,1295585479,"Imbaba, Giza",2643,80,5,132.13,Hassan Taha,435.05,Cash,Churros,Delicious Churros - classic Mexican taste.,87.01,Mexican,660.65,2703
2644,644,Pending,Mohamed Kamal,1036410918,"Smouha, Alexandria",2644,62,2,222.14,Rowan Ragab,0,Not Paid,Fried Chicken,Delicious Fried Chicken - classic American taste.,131.62,American,444.28,2704
2645,645,Delivered,Heba Kamal,1081185537,"Smouha, Alexandria",2645,23,4,40.73,Farida Mahrous,0,Not Paid,Fried Rice,Delicious Fried Rice - classic Chinese taste.,140.87,Chinese,162.92,2705
2646,646,Pending,Ahmed Hassan,1574370857,"Heliopolis, Cairo",2646,17,2,97.17,Aya Saleh,0,Not Paid,Bruschetta,Delicious Bruschetta - classic Italian taste.,157.53,Italian,194.34,2706
2647,647,Cancelled,Omar Fathy,1071284559,"Stanley, Alexandria",2647,49,4,146.24,Sherif Ibrahim,0,Not Paid,Batata Harra,Delicious Batata Harra - classic Lebanese taste.,141.91,Lebanese,584.96,2707
2648,648,Cancelled,Khaled Kamal,1242345741,"Nasr City, Cairo",2648,43,3,149.67,Dalia Soliman,218.28,Fawry,Fattoush,Delicious Fattoush - classic Lebanese taste.,72.76,Lebanese,449.01,2708
2649,649,Shipped,Heba Farouk,1279817597,"Nasr City, Cairo",2649,53,3,67.11,Heba Fahmy,364.05,Fawry,Falafel Plate,Delicious Falafel Plate - classic Mediterranean taste.,121.35,Mediterranean,201.33,2709
2650,650,Pending,Mona Gamal,1036410536,"Mohandessin, Giza",2650,21,3,182.05,Tarek Shalaby,418.98,Vodafone Cash,Kung Pao Chicken,Delicious Kung Pao Chicken - classic Chinese taste.,139.66,Chinese,546.15,2710
2650,650,Pending,Mona Gamal,1036410536,"Mohandessin, Giza",2650,21,3,182.05,Tarek Shalaby,418.98,Vodafone Cash,Kung Pao Chicken,Delicious Kung Pao Chicken - classic Chinese taste.,139.66,Chinese,546.15,2711
2651,651,Shipped,Aya Mostafa,1299940526,"Nasr City, Cairo",2651,43,1,178.42,Ruba Mahmoud,72.76,Vodafone Cash,Fattoush,Delicious Fattoush - classic Lebanese taste.,72.76,Lebanese,178.42,2712
2652,652,Delivered,Omar Mahrous,1081458885,"Imbaba, Giza",2652,21,4,31.45,Maha Salem,558.64,Vodafone Cash,Kung Pao Chicken,Delicious Kung Pao Chicken - classic Chinese taste.,139.66,Chinese,125.8,2713
2653,653,Delivered,Omar Tawfik,1158930613,"Stanley, Alexandria",2653,72,1,54.64,Tarek Yassin,47.55,Fawry,Burrito,Delicious Burrito - classic Mexican taste.,47.55,Mexican,54.64,2714
2654,654,Pending,Sara Fathy,1283496660,"Sidi Gaber, Alexandria",2654,75,5,185.54,Dina Younes,1014.2,Fawry,Guacamole,Delicious Guacamole - classic Mexican taste.,202.84,Mexican,927.7,2715
2655,655,Shipped,Aya Fathy,1192164986,"Nasr City, Cairo",2655,72,3,26.73,Nermine Younes,0,Not Paid,Burrito,Delicious Burrito - classic Mexican taste.,47.55,Mexican,80.19,2716
2656,656,Shipped,Omar Mahrous,1164867619,"Faisal, Giza",2656,26,4,127.85,Mohamed Soliman,0,Not Paid,Dumplings,Delicious Dumplings - classic Chinese taste.,154.12,Chinese,511.4,2717
